gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
FAM131B	0	1	0	0	1	27.66841042223187	0	0	2.1468529244496035	0.26527754702393413	0.93087282092881	0.510812777285349	0.31391833496135346	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4538604551621005	0.9999999218089236
TTC8	0	0	0	0	2	0	0	0	2.913586111753033	0.8049535530762905	0.9181118476294213	0.9674149859151897	0.16578578410911024	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4539156481433816	0.9999999218089236
ARFIP2	1	0	0	0	1	0	0	0	2.066703748603485	0.25578385656899616	0.6660168271214928	0.49814132695744084	0.32203929152187005	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45398414401965836	0.9999999218089236
GPRC5A	1	0	0	0	1	0	0	0	2.1648433120846557	0.2600490458619652	0.7357808656613034	0.5139607797271531	0.31215161035224903	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45400721015478673	0.9999999218089236
CLPB	0	2	0	0	1	36.53358993284922	0	0	1.0946524092179475	0.16409247305395025	0.9214935204681267	0.341640215741439	0.46960131487429957	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45400905736681674	0.9999999218089236
PDCD11	1	1	1	0	2	0.5565036874249576	5.635932444616758	5.635932444616758	0.8275642346249938	0.6770169235167591	0.2447850406882609	0.3271492714482054	0.4904593492781035	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4540433192136193	0.9999999218089236
CAPN3	0	1	1	0	0	17.46552957547183	150.34574237762192	150.34574237762192	0	0.36528558712668635	0.05648126958615163	0.16046998468163465	1	0.7201167841578191	0.9170449502463763	0.974804454505074	1	0.4540736298229098	0.9999999218089236
SLC51A	1	0	0	0	1	0	0	0	2.2727680519833044	0.2814333076363784	0.6730410899942283	0.5315133019530264	0.30195782114130754	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4541186626874071	0.9999999218089236
BDH1	0	1	0	0	1	26.609314801593783	0	0	2.252947400367171	0.2731241369594677	0.9402089864229124	0.5283806788278526	0.30377960347124594	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4541491677918761	0.9999999218089236
GNAT1	0	1	0	0	1	27.225191428888255	0	0	2.2080168254310735	0.2685082193623376	0.9394311767479293	0.5215105024273488	0.3079920539772323	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45435002978766126	0.9999999218089236
SYDE2	0	4	0	0	0	56.280173412576126	0	0	0	0.06816735065353485	0.9246678072427799	0.1606381430063164	1	0.6618212892627588	0.9790755787452324	0.974804454505074	1	0.45438121235001216	0.9999999218089236
TOMM20L	0	0	0	0	1	0	0	0	5.065450364224227	0.8502404349021637	0.951049316885535	0.9811143141121415	0.16374172152275657	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.45440169923378404	0.9999999218089236
APLP2	1	1	1	0	1	0.6956424372077656	6.83229359181781	6.83229359181781	1.0144161069716058	0.795744907327495	0.20136935009300205	0.3291409633032738	0.4881134277635705	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4544177480348741	0.9999999218089236
PAX5	1	3	0	0	1	3.0762855851368274	0	0	1.9770762901181296	0.2891253615108049	0.6896119988945577	0.4845149039295812	0.3316346330542014	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4544612613804653	0.9999999218089236
CLEC18C	5	1	0	0	0	0.19802364435389763	0	0	0	0.08533112318847658	0.28784325043616343	0.1607667418031844	1	0.6696210356282365	0.9790755787452324	0.974804454505074	1	0.4546163167777617	0.9999999218089236
HIC1	1	3	0	0	2	2.3924091660017153	0	0	2.1117545115158225	0.41600139132835057	0.8133225364026335	0.6836998747459658	0.23516696254662378	0.7729881700062068	0.9790755787452324	0.9950479874714564	1	0.4546471710591147	0.9999999218089236
SFRP4	0	1	0	0	1	26.942510393321562	0	0	2.233469468951893	0.27060822794433426	0.9420933629815584	0.5261777033608102	0.3055914816927806	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4546687395676783	0.9999999218089236
FIS1	0	0	0	0	1	0	0	0	5.065450364224227	0.8554231506172416	0.9513751455842487	0.9822989560362546	0.16374172152275657	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4547562720879015	0.9999999218089236
SACS	3	5	0	0	8	0.6602838684129407	0	0	1.351081116977654	0.5757556834848889	0.30985984349852447	0.5647238852878879	0.28488650191974974	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4548273322552474	0.9999999218089236
FUT11	0	3	0	0	0	65.08295249086954	0	0	0	0.06131445765057353	0.9473712428421596	0.16088922439019182	1	0.6560654474341984	0.9790755787452324	0.974804454505074	1	0.45484014389923266	0.9999999218089236
KIF5B	1	4	1	0	2	2.393035799130746	4.51813879086355	4.51813879086355	1.6079126674819644	0.3919589847970647	0.3043277611748296	0.5296580065805554	0.3038743502968635	0.7468516573754349	0.9790755787452324	0.9950479874714564	1	0.4549502267809791	0.9999999218089236
POMT1	0	3	0	0	0	58.7738359407409	0	0	0	0.0726381622187049	0.9104791933902963	0.16096493612717366	1	0.6642271450881339	0.9790755787452324	0.974804454505074	1	0.4549784543989177	0.9999999218089236
CHPF2	3	1	0	0	1	0.23410299324333467	0	0	1.0026053114182494	0.16922454535423415	0.43909583706185873	0.32788182111579944	0.49096357064685503	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45500237007694144	0.9999999218089236
FGF6	3	1	0	0	1	0.5324774470556427	0	0	3.7082005058674965	0.5664527561333135	0.616060630631327	0.7645832421905393	0.21056884496660105	0.9474697189904201	0.9790755787452324	0.9950479874714564	1	0.4550377672288912	0.9999999218089236
PHF23	1	0	0	0	1	0	0	0	1.9183512517977892	0.2369590484524815	0.6848748371879478	0.4760665108596691	0.33823886770551836	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45508668861806556	0.9999999218089236
PON1	1	0	0	0	1	0	0	0	2.1770053531637834	0.27276095832091474	0.6563736400350493	0.5178182516321337	0.31096850401808557	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4550884590757762	0.9999999218089236
CKLF	0	0	0	0	1	0	0	0	5.065450364224227	0.8615670107914615	0.9548639791827622	0.9838072812094614	0.16374172152275657	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4552073874370943	0.9999999218089236
LCT	0	4	0	0	0	54.350485217553754	0	0	0	0.07247666182675672	0.9142600460373171	0.1612464635260309	1	0.6642271450881339	0.9790755787452324	0.9758189861419826	1	0.45549243748904733	0.9999999218089236
ITM2A	1	2	0	0	1	2.621941296982196	0	0	2.9356587338117683	0.40980328624860407	0.7259643523099009	0.6411415494642132	0.2515293183589334	0.766594057044001	0.9790755787452324	0.9950479874714564	1	0.4555278987671094	0.9999999218089236
LRCH1	0	2	0	0	1	37.43989003051539	0	0	1.0144161069716058	0.15962708311043916	0.9176563377857846	0.3304082207100144	0.4881134277635705	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4555475910575918	0.9999999218089236
MFSD6	2	0	0	0	0	0	0	0	0	0.06164066124947554	0.5495128016287913	0.16131177723626366	1	0.6565186654130568	0.9790755787452324	0.9758189861419826	1	0.4556116101096923	0.9999999218089236
RPS10	0	2	0	0	0	77.17494048294265	0	0	0	0.06206222764178726	0.9409731250969362	0.16134223403423875	1	0.6565186654130568	0.9790755787452324	0.9758189861419826	1	0.45566717311276883	0.9999999218089236
ABCA1	3	6	1	0	6	1.0369454056451441	1.53568359602971	1.53568359602971	2.0539237784266082	0.9588116032671151	0.7201527230477762	0.9345610096437739	0.17267635800068304	0.9803283502380585	0.9790755787452324	0.9950479874714564	1	0.455729845242385	0.9999999218089236
FPR3	0	1	0	0	1	28.08739566453774	0	0	2.189304818435895	0.2622910416496399	0.9535855756958277	0.521375456314537	0.3097811387030726	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4559772907075872	0.9999999218089236
HYAL2	1	0	0	0	1	0	0	0	1.6350504340217442	0.20643685652515475	0.6741475226843201	0.43164736822475724	0.3742035753872143	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4559986322630434	0.9999999218089236
ANK3	5	15	0	0	4	1.302258430114747	0	0	0.7080985890601249	0.6003540955098756	0.2083575859437865	0.3171652066743216	0.5095144279531919	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.45613764462889606	0.9999999218089236
AP1B1	0	0	0	0	3	0	0	0	2.4474123338725478	0.788972550254651	0.9218665930875483	0.9627781759322672	0.16785654482644938	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4561528983655553	0.9999999218089236
RHBDD2	0	1	0	0	1	28.838365472233253	0	0	2.1233257691131695	0.2570957350410089	0.9483374914852024	0.5111784772258308	0.3162592764296886	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4562555311923375	0.9999999218089236
ACP2	1	0	0	0	1	0	0	0	1.8278629852035537	0.230326830071365	0.6590143308871294	0.46330524666268824	0.34894826581644295	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4562639626411391	0.9999999218089236
SON	4	5	0	0	4	0.574120846202863	0	0	1.2773199929564183	0.4141713357812712	0.3185789952192367	0.4960180294195471	0.32605663778533045	0.7714287923106854	0.9790755787452324	0.9950479874714564	1	0.45637402792973836	0.9999999218089236
ANKRD6	0	2	0	0	1	37.01215314682676	0	0	1.0292349345634886	0.16171149212409563	0.9176540697632687	0.3339083855122824	0.484584309661114	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45651391424124577	0.9999999218089236
ORMDL3	0	0	0	0	1	0	0	0	5.032557829391603	0.856168564786352	0.9603242088337528	0.9828814654416147	0.16462883439794238	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4565209546757797	0.9999999218089236
JAG2	5	5	0	1	3	0.6907671737062737	1.6621827642350748	1.6621827642350748	1.876546987230767	0.5587783308779393	0.6612425145046037	0.6975579258376023	0.2319869027047837	0.9386434307593173	0.9790755787452324	0.9950479874714564	1	0.4565458565140875	0.9999999218089236
CCDC172	0	2	0	0	0	75.60389751330298	0	0	0	0.06396721474564304	0.9336074484436552	0.16186994175907488	1	0.6592955520217544	0.9790755787452324	0.9775601790803249	1	0.45662896999581415	0.9999999218089236
GNPAT	1	1	1	0	1	0.7649085857420322	6.7739968445544445	6.7739968445544445	1.138052725001919	0.8482674376204774	0.20314710966116667	0.35187265411690205	0.4601661709895171	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4567199196410474	0.9999999218089236
PLA2G4E	2	0	0	0	0	0	0	0	0	0.06615045782076912	0.44524618422523476	0.16192251215615272	1	0.6616262615936136	0.9790755787452324	0.9775601790803249	1	0.45672469016050043	0.9999999218089236
RABL2B	0	2	0	0	0	76.269978678369	0	0	0	0.06314915748397021	0.9372312815300765	0.1619364076508243	1	0.6592051780456611	0.9790755787452324	0.9775601790803249	1	0.4567499882212792	0.9999999218089236
ORMDL2	0	0	0	0	1	0	0	0	5.032557829391603	0.8621078164732106	0.9540139646290449	0.9838796471970389	0.16462883439794238	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4568201692728149	0.9999999218089236
KIAA0040	0	0	0	0	1	0	0	0	5.032557829391603	0.8614305894577354	0.9661760649603768	0.9842634467096243	0.16462883439794238	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4569351724895312	0.9999999218089236
PDHB	0	1	0	0	1	26.996141224145273	0	0	2.1528164047952965	0.2702074024368666	0.9305724976927064	0.5173796684964493	0.31333048090249727	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4570674216228082	0.9999999218089236
SLC5A5	0	3	0	0	0	62.112591547730695	0	0	0	0.06632713884673924	0.929912449669161	0.1621151682448756	1	0.6617075502372797	0.9790755787452324	0.9775601790803249	1	0.4570753324706821	0.9999999218089236
TBC1D32	0	1	0	0	3	13.83597505991357	0	0	1.7898704520238033	0.4209913906636894	0.8938454864504292	0.6632883520062761	0.24447246098931627	0.7783222290917602	0.9790755787452324	0.9950479874714564	1	0.45714913789193834	0.9999999218089236
HDHD5	1	0	0	0	1	0	0	0	1.8278629852035537	0.22910344792635484	0.6823485540185462	0.4649226646284468	0.34894826581644295	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45729141997687317	0.9999999218089236
IL2	0	0	0	0	1	0	0	0	5.032557829391603	0.8703437746998415	0.954869019811424	0.9856121992087193	0.16462883439794238	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4573391227052691	0.9999999218089236
NAE1	0	0	0	0	2	0	0	0	2.881092586343148	0.804332697594215	0.9075435691358962	0.9665056756387957	0.16796002487157868	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.45747391481922606	0.9999999218089236
FYN	0	0	0	0	2	0	0	0	2.881092586343148	0.8026204401701261	0.9163350535647355	0.9666201575104896	0.16796002487157868	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.45750887274423113	0.9999999218089236
IQGAP2	3	5	0	0	3	0.9317553501718798	0	0	1.4752802773977922	0.9227886087626385	0.27606430127041004	0.5444735722713715	0.2981988066953697	0.9617479266578489	0.9790755787452324	0.9950479874714564	1	0.45752309611690767	0.9999999218089236
MAP9	0	3	0	0	0	59.96085783022779	0	0	0	0.07030582814244957	0.9183188843879604	0.1623809650813316	1	0.6642271450881339	0.9790755787452324	0.9775601790803249	1	0.4575587182925669	0.9999999218089236
MFSD4B	0	0	0	0	2	0	0	0	2.886457749446208	0.8067005876194919	0.9359333978806507	0.9689438259924286	0.16759807955449332	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4575808212283249	0.9999999218089236
NSUN4	1	1	1	0	0	0.7942432605936878	16.75355734247823	16.75355734247823	0	0.8693334696470371	0.0774786470584381	0.16251491777457705	1	0.9515866181917966	0.9790755787452324	0.9775601790803249	1	0.45780216361149917	0.9999999218089236
TAGLN2	0	2	0	0	0	76.68601242810033	0	0	0	0.0626460089648857	0.9407500771421649	0.16252490441347778	1	0.6592051780456611	0.9790755787452324	0.9775601790803249	1	0.4578203088825369	0.9999999218089236
MYO15A	8	13	0	0	3	0.860636245704394	0	0	0.6584655103876863	0.739564549711371	0.12148553414146068	0.30148521997050426	0.5391679790009668	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4578680415990415	0.9999999218089236
PTGR3	1	0	0	0	1	0	0	0	2.0503013379002826	0.2473878921311059	0.7845470409781362	0.5021631066398105	0.3237534504690229	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4579150241471255	0.9999999218089236
DCP1B	0	3	0	0	0	61.507221488196386	0	0	0	0.06741538070254727	0.9271967163121261	0.1626473463874234	1	0.6618212892627588	0.9790755787452324	0.9778205170333495	1	0.4580427305367072	0.9999999218089236
MYO3A	4	4	0	0	2	0.5200494717107602	0	0	0.9585824436936385	0.35782820383724434	0.2033018854427151	0.36258354014888616	0.44860269415716514	0.7143567533185001	0.9790755787452324	0.9950479874714564	1	0.4580583613302418	0.9999999218089236
DCAF1	1	4	0	0	3	2.118076981630061	0	0	1.5418048522406633	0.46568923262024875	0.5668603835318071	0.5696441329619585	0.28560091470231497	0.8318046456566506	0.9790755787452324	0.9950479874714564	1	0.45812179905139305	0.9999999218089236
HORMAD1	1	0	0	0	1	0	0	0	1.962060520826093	0.25413938461686447	0.6224652022095183	0.48826788226837015	0.33329856926481227	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4582091389763676	0.9999999218089236
PCBP2	0	1	0	0	1	27.311226189228766	0	0	2.1117545115158225	0.2678752418045851	0.9288286612219505	0.5127952640302331	0.31742350198142727	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4582713779007863	0.9999999218089236
CLEC1B	0	2	0	0	0	76.05158675658116	0	0	0	0.06341566911660468	0.9378146135469703	0.1628051346776438	1	0.6592051780456611	0.9790755787452324	0.9781840392923504	1	0.4583292245317844	0.9999999218089236
AJUBA	0	0	0	0	2	0	0	0	2.8757473310809156	0.8012993381083675	0.9341536763316449	0.9672421381942741	0.16832179776836806	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4583343087059477	0.9999999218089236
HOXD13	0	1	0	0	1	26.53605358661237	0	0	2.252947400367171	0.27368332603876777	0.9518302848883977	0.5362156262870776	0.30377960347124594	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4584857367613725	0.9999999218089236
POLQ	2	1	1	0	1	0.21959195474919313	2.2398365782530156	2.2398365782530156	0.2991176787828278	0.19537540701654654	0.5318647846326976	0.21555374625758394	0.7557183307135308	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45849761723533966	0.9999999218089236
ADAMTS12	2	10	0	0	0	2.7736516900602055	0	0	0	0.14104468606521003	0.4193507530890296	0.16292252203654123	1	0.6849084872670016	0.9790755787452324	0.9781840392923504	1	0.4585422639069032	0.9999999218089236
RARS2	0	2	1	0	0	40.59611178218439	123.61688865173898	123.61688865173898	0	0.1454211918320265	0.06898137644364244	0.16293016108640568	1	0.6849084872670016	0.9790755787452324	0.9781840392923504	1	0.4585561246349583	0.9999999218089236
ASGR1	3	0	0	0	0	0	0	0	0	0.06759463973743352	0.48394340280070536	0.16298243668662193	1	0.6618212892627588	0.9790755787452324	0.9781961602431111	1	0.45865096685666784	0.9999999218089236
CMYA5	7	10	0	0	3	0.6227777993344502	0	0	0.571263321174182	0.3443816803923275	0.14609403849412517	0.28147045310439744	0.5792030895843951	0.7026252649010758	0.9790755787452324	0.9950479874714564	1	0.45873462608789106	0.9999999218089236
ATOSA	2	1	0	0	2	0.29948926090118605	0	0	1.429914955214588	0.30350874656289306	0.4209095932739818	0.48598728324303897	0.3355713508052895	0.6879231571933302	0.9790755787452324	0.9950479874714564	1	0.45883411095833115	0.9999999218089236
WDR33	0	3	0	0	1	38.50729466745444	0	0	0.5796663468409176	0.13540330769638864	0.8979072130271392	0.26257427275814815	0.6212651068757835	0.6847898831924774	0.9790755787452324	0.9950479874714564	1	0.4589153937667534	0.9999999218089236
HDAC7	2	1	1	0	1	0.3392414240989282	3.407108546664184	3.407108546664184	0.763560498252519	0.35692128025319125	0.3583127802057354	0.29308895869329676	0.5568722657327574	0.7137692180055599	0.9790755787452324	0.9950479874714564	1	0.4590692756244059	0.9999999218089236
AGPAT5	0	1	0	0	1	26.982054055610547	0	0	2.1233257691131695	0.2703125770833822	0.9288505360771426	0.5161647904788826	0.3162592764296886	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45912146188309944	0.9999999218089236
PCSK9	1	5	0	0	1	3.6055453987275006	0	0	0.9544506228156489	0.1782905993886138	0.6783780181178245	0.324698774681181	0.5029407173338247	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4592344272067501	0.9999999218089236
DNAJC10	0	2	0	0	1	35.42446110733771	0	0	0.976088042476457	0.16981776742700572	0.9003951202404368	0.3283727514662016	0.49748675433177625	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4593374550336594	0.9999999218089236
MRPL20	0	0	0	0	1	0	0	0	4.968037857219915	0.8553401971673307	0.9438395984612101	0.9818627345775789	0.1663971759594011	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.45937023275138145	0.9999999218089236
ATP6V0C	0	0	0	0	1	0	0	0	4.968037857219915	0.8519481083703125	0.9645121465570904	0.9820903110458986	0.1663971759594011	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4594388332655308	0.9999999218089236
PPHLN1	1	0	0	0	1	0	0	0	1.6884834547414092	0.22474371436685114	0.596068842347329	0.4455101165847092	0.36684429820574954	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45946743849452876	0.9999999218089236
GPCPD1	0	1	0	1	0	19.063102300858407	148.42995661786264	148.42995661786264	0	0.345107557945447	0.05723190261650202	0.16343330636410824	1	0.7032216821451195	0.9230859674341699	0.980296359313782	1	0.4594682722633877	0.9999999218089236
NUP155	1	3	0	1	3	1.6104201878234983	4.16514997518152	4.16514997518152	1.6702885899273854	0.6642519511257761	0.32905065035345293	0.6210217026024709	0.2632267887525931	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4595339154877208	0.9999999218089236
TXLNB	0	3	0	0	0	60.06626522202624	0	0	0	0.07010359147506118	0.9203827634113594	0.16348345573019607	1	0.6642271450881339	0.9790755787452324	0.980296359313782	1	0.45955910263853617	0.9999999218089236
TRAM2	0	1	0	0	1	27.431154252462562	0	0	2.0889862688040615	0.2669976433032626	0.9285734514430996	0.5113806479923773	0.3197395749568721	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4596046942633	0.9999999218089236
AHCYL2	1	4	0	0	1	3.2014377849610782	0	0	1.2663625910560568	0.2441844768279663	0.6083459368187952	0.37644058694959714	0.43437965980372206	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4596219029881934	0.9999999218089236
PCDH1	2	2	1	0	1	0.6156310710748192	6.630585337950184	6.630585337950184	0.6260209254655145	0.62720818136886	0.1806934091407696	0.2709138564674948	0.6036414190154662	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.45965212609557615	0.9999999218089236
MED13	3	5	0	0	4	0.7691998925446217	0	0	1.4253129300713687	0.721389902461645	0.2825567756759305	0.5585956186871005	0.2927956325597984	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.45968749348770666	0.9999999218089236
GOLGA6C	1	4	0	0	1	3.1965876036630005	0	0	1.1167347344759464	0.24484448612050302	0.5708376176451836	0.35192543551111766	0.4647524139086448	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45969444283684013	0.9999999218089236
ZNHIT3	0	0	0	0	1	0	0	0	4.968037857219915	0.8587392664417324	0.9511150929490979	0.9830105154335197	0.1663971759594011	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.45971612966912356	0.9999999218089236
MRPL42	0	0	0	0	1	0	0	0	4.968037857219915	0.8623488587315143	0.9462183253204458	0.9835036823338688	0.1663971759594011	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4598646826593673	0.9999999218089236
HAPLN2	0	1	0	0	1	25.5524550807368	0	0	2.2727680519833044	0.2814085817136067	0.9438135018544604	0.5419875654651025	0.30195782114130754	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4598740024503607	0.9999999218089236
MARCHF4	1	0	0	0	1	0	0	0	1.8856786027404058	0.2396634167638837	0.6769823615300461	0.47860456080560076	0.3420287837057864	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.45994486112404775	0.9999999218089236
ESYT2	1	5	0	0	1	3.4557726583097486	0	0	0.866905934816898	0.1945342773609665	0.610576415946424	0.311076168559834	0.5263000746410924	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4599862572121973	0.9999999218089236
CSTF2	1	1	0	0	2	0.7565066252393151	0	0	2.5920197515929995	0.8421083916205475	0.5969181950272575	0.8648602459853841	0.18934568891165612	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4600552860804127	0.9999999218089236
ZBTB47	1	3	0	0	2	2.2467240261748542	0	0	1.9974585199131618	0.45186809701544806	0.6941599376302414	0.6589051415361387	0.24853377567575494	0.814108814940927	0.9790755787452324	0.9950479874714564	1	0.46006003302697585	0.9999999218089236
PPP1R17	0	0	0	0	1	0	0	0	4.968037857219915	0.8636765594207719	0.9561564395563463	0.984315515027498	0.1663971759594011	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4601091353589868	0.9999999218089236
EBF4	2	5	0	1	1	2.1042311425344242	5.78715093124293	5.78715093124293	1.2852635252509235	0.3498564993082597	0.20869049488117897	0.38017369748404506	0.4308249700209457	0.7069040696082182	0.9790755787452324	0.9950479874714564	1	0.46011094430311983	0.9999999218089236
CCDC15	0	2	1	0	0	33.19008004775704	136.52595665079104	136.52595665079104	0	0.18230554596964532	0.062353951778670536	0.16379045016182858	1	0.6849084872670016	0.9581537741558424	0.9811608198622297	1	0.4601147948412434	0.9999999218089236
RASA1	4	3	1	0	2	0.46624992419061057	1.3563837608640588	1.3563837608640588	1.47903417123341	0.31339656079041733	0.7913863196771463	0.501948671281915	0.326341960544127	0.6881589435675879	0.9790755787452324	0.9950479874714564	1	0.46014457891015925	0.9999999218089236
TTLL3	0	1	0	0	2	17.58827160137535	0	0	1.8995438865840852	0.36365417877407213	0.9216685036952905	0.6279420638709767	0.2609178969004389	0.7196836025822674	0.9790755787452324	0.9950479874714564	1	0.46020682384464817	0.9999999218089236
TMED7	0	2	0	0	0	76.89992993580802	0	0	0	0.06238959826965007	0.9449627697016508	0.16386131361229417	1	0.6592051780456611	0.9790755787452324	0.9811608198622297	1	0.4602429833592425	0.9999999218089236
TDRD3	0	2	0	0	1	35.28756254128428	0	0	1.0402871217802776	0.17054523691505452	0.9096102906519737	0.3401224705340503	0.48198557678257425	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.460374663927689	0.9999999218089236
CEBPD	1	5	0	0	0	5.645296413142961	0	0	0	0.061250235454503366	0.8497732645859533	0.16397396230737005	1	0.6560654474341984	0.9790755787452324	0.9811608198622297	1	0.46044669626862134	0.9999999218089236
GAL3ST1	1	0	0	0	1	0	0	0	1.8278629852035537	0.2260574476704078	0.764756030159501	0.4699399690419449	0.34894826581644295	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.46046617749701446	0.9999999218089236
ZNF593	0	0	0	0	1	0	0	0	4.936394303989215	0.8475055950501761	0.9494422161029564	0.9804000964506143	0.16727841782489108	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4604933683756298	0.9999999218089236
ACSL4	2	0	0	0	0	0	0	0	0	0.0666934961963006	0.4572247325398804	0.16411051522791797	1	0.6618212892627588	0.9790755787452324	0.9811608198622297	1	0.4606935336100667	0.9999999218089236
ZNF614	0	3	0	0	0	61.11417701331722	0	0	0	0.06813475382340639	0.9271467285428322	0.16411980353559574	1	0.6618212892627588	0.9790755787452324	0.9811608198622297	1	0.46071031931808415	0.9999999218089236
CCDC166	0	3	0	0	0	65.02118758976331	0	0	0	0.061413442520813266	0.9541980019658984	0.1641533470982861	1	0.6560654474341984	0.9790755787452324	0.9811608198622297	1	0.4607709344284987	0.9999999218089236
TTLL2	0	3	0	0	0	63.29520334674721	0	0	0	0.06426805096012767	0.9409816629299719	0.16418212033966717	1	0.6593357651908739	0.9790755787452324	0.9811608198622297	1	0.4608229238375694	0.9999999218089236
MAPK11	0	1	0	0	1	26.891103428508558	0	0	2.1233257691131695	0.270993500371711	0.9314658184936941	0.5191507066047759	0.3162592764296886	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.46083034330442896	0.9999999218089236
MRPS22	0	1	0	0	1	26.145769095007108	0	0	2.1468529244496035	0.2766995624079499	0.92701844963981	0.523392089201272	0.31391833496135346	0.6849084872670016	0.9790755787452324	0.9950479874714564	1	0.4610401501026483	0.9999999218089236
GPNMB	1	1	0	0	2	0.8615710785359185	0	0	2.6316261654543522	0.9152342574487857	0.6175183224089205	0.8825807221508356	0.18618088522032353	0.9577998595076707	0.9790755787452324	0.9950479874714564	1	0.4610713702421596	0.9999999218089236
TRIM46	2	0	0	0	0	0	0	0	0	0.06380715965053563	0.5284780641018314	0.16434079012796843	1	0.6592051780456611	0.9790755787452324	0.9815063329397906	1	0.46110952842884567	0.9999999218089236
LMO1	0	0	0	0	1	0	0	0	4.936394303989215	0.8561117446225852	0.9515488809411308	0.9824599178712442	0.16727841782489108	0.9515866181917966	0.9790755787452324	0.9950479874714564	1	0.4611159399475029	0.9999999218089236
